"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","productcategorykey","productcategoryalternatekey","englishproductcategoryname","productsubcategorykey-2","productsubcategoryalternatekey","englishproductsubcategoryname","productcategorykey-2"
335,"BK-R50B-60",2,"Road-650 Black, 60","Black",100,75,"60",4,"R ","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","00:00.0","00:00.0",NULL,1,1,"Bikes",2,2,"Road Bikes",1
390,"BK-R64Y-48",2,"Road-550-W Yellow, 48","Yellow",100,75,"48",4,"R ","Road-550-W","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","00:00.0",NULL,"Current",1,1,"Bikes",2,2,"Road Bikes",1
389,"BK-R64Y-48",2,"Road-550-W Yellow, 48","Yellow",100,75,"48",4,"R ","Road-550-W","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","00:00.0","00:00.0",NULL,1,1,"Bikes",2,2,"Road Bikes",1
388,"BK-R64Y-44",2,"Road-550-W Yellow, 44","Yellow",100,75,"44",4,"R ","Road-550-W","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","00:00.0",NULL,"Current",1,1,"Bikes",2,2,"Road Bikes",1
578,"BK-T44U-50",3,"Touring-2000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
574,"BK-T79U-50",3,"Touring-1000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
573,"BK-T79U-46",3,"Touring-1000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
572,"BK-T18Y-62",3,"Touring-3000 Yellow, 62","Yellow",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
571,"BK-T18Y-58",3,"Touring-3000 Yellow, 58","Yellow",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
570,"BK-T18Y-54",3,"Touring-3000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
569,"BK-T18Y-50",3,"Touring-3000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
562,"BK-T79Y-50",3,"Touring-1000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
563,"BK-T79Y-54",3,"Touring-1000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
564,"BK-T79Y-60",3,"Touring-1000 Yellow, 60","Yellow",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
565,"BK-T18U-54",3,"Touring-3000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
566,"BK-T18U-58",3,"Touring-3000 Blue, 58","Blue",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
567,"BK-T18U-62",3,"Touring-3000 Blue, 62","Blue",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
568,"BK-T18Y-44",3,"Touring-3000 Yellow, 44","Yellow",100,75,"44",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
561,"BK-T79Y-46",3,"Touring-1000 Yellow, 46","Yellow",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
586,"BK-T18U-50",3,"Touring-3000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
577,"BK-T44U-46",3,"Touring-2000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
576,"BK-T79U-60",3,"Touring-1000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
575,"BK-T79U-54",3,"Touring-1000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
585,"BK-T18U-44",3,"Touring-3000 Blue, 44","Blue",100,75,"44",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
560,"BK-T44U-60",3,"Touring-2000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
579,"BK-T44U-54",3,"Touring-2000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current",1,1,"Bikes",3,3,"Touring Bikes",1
399,"HB-M763",4,"ML Mountain Handlebars","NA",500,375,NULL,1,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
554,"HB-T928",4,"HL Touring Handlebars","NA",500,375,NULL,1,"T ","HL Touring Handlebars","A light yet stiff aluminum bar for long distance riding.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
553,"HB-T721",4,"LL Touring Handlebars","NA",500,375,NULL,1,"T ","LL Touring Handlebars","Unique shape reduces fatigue for entry level riders.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
408,"HB-R956",4,"HL Road Handlebars","NA",500,375,NULL,1,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
407,"HB-R956",4,"HL Road Handlebars","NA",500,375,NULL,1,"R ","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
406,"HB-R720",4,"ML Road Handlebars","NA",500,375,NULL,1,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
405,"HB-R720",4,"ML Road Handlebars","NA",500,375,NULL,1,"R ","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
404,"HB-R504",4,"LL Road Handlebars","NA",500,375,NULL,1,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
403,"HB-R504",4,"LL Road Handlebars","NA",500,375,NULL,1,"R ","LL Road Handlebars","Unique shape provides easier reach to the levers.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
402,"HB-M918",4,"HL Mountain Handlebars","NA",500,375,NULL,1,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
401,"HB-M918",4,"HL Mountain Handlebars","NA",500,375,NULL,1,"M ","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
400,"HB-M763",4,"ML Mountain Handlebars","NA",500,375,NULL,1,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
398,"HB-M243",4,"LL Mountain Handlebars","NA",500,375,NULL,1,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","00:00.0",NULL,"Current",2,2,"Components",4,4,"Handlebars",2
397,"HB-M243",4,"LL Mountain Handlebars","NA",500,375,NULL,1,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","00:00.0","00:00.0",NULL,2,2,"Components",4,4,"Handlebars",2
602,"BB-8107",5,"ML Bottom Bracket","NA",500,375,NULL,1,NULL,"ML Bottom Bracket","Aluminum alloy cups; large diameter spindle.","00:00.0",NULL,"Current",2,2,"Components",5,5,"Bottom Brackets",2
601,"BB-7421",5,"LL Bottom Bracket","NA",500,375,NULL,1,NULL,"LL Bottom Bracket","Chromoly steel.","00:00.0",NULL,"Current",2,2,"Components",5,5,"Bottom Brackets",2
603,"BB-9108",5,"HL Bottom Bracket","NA",500,375,NULL,1,NULL,"HL Bottom Bracket","Aluminum alloy cups and a hollow axle.","00:00.0",NULL,"Current",2,2,"Components",5,5,"Bottom Brackets",2
555,"FB-9873",6,"Front Brakes","Silver",500,375,NULL,1,NULL,"Front Brakes","All-weather brake pads; provides superior stopping by applying more surface to the rim.","00:00.0",NULL,"Current",2,2,"Components",6,6,"Brakes",2
514,"RB-9231",6,"Rear Brakes","Silver",500,375,NULL,1,NULL,"Rear Brakes",NULL,"00:00.0",NULL,"Current",2,2,"Components",6,6,"Brakes",2
559,"CH-0234",7,"Chain","Silver",500,375,NULL,1,NULL,"Chain","Superior shifting performance.","00:00.0",NULL,"Current",2,2,"Components",7,7,"Chains",2
558,"CS-9183",8,"HL Crankset","Black",500,375,NULL,1,NULL,"HL Crankset","Triple crankset; alumunim crank arm; flawless shifting.","00:00.0",NULL,"Current",2,2,"Components",8,8,"Cranksets",2
557,"CS-6583",8,"ML Crankset","Black",500,375,NULL,1,NULL,"ML Crankset","High-strength crank arm.","00:00.0",NULL,"Current",2,2,"Components",8,8,"Cranksets",2
556,"CS-4759",8,"LL Crankset","Black",500,375,NULL,1,NULL,"LL Crankset","Super rigid spindle.","00:00.0",NULL,"Current",2,2,"Components",8,8,"Cranksets",2
552,"FD-2342",9,"Front Derailleur","Silver",500,375,NULL,1,NULL,"Front Derailleur","Wide-link design.","00:00.0",NULL,"Current",2,2,"Components",9,9,"Derailleurs",2
501,"RD-2308",9,"Rear Derailleur","Silver",500,375,NULL,1,NULL,"Rear Derailleur","Wide-link design.","00:00.0",NULL,"Current",2,2,"Components",9,9,"Derailleurs",2
391,"FK-1639",10,"LL Fork","NA",500,375,NULL,1,NULL,"LL Fork","Stout design absorbs shock and offers more precise steering.","00:00.0","00:00.0",NULL,2,2,"Components",10,10,"Forks",2
393,"FK-9939",10,"HL Fork","NA",500,375,NULL,1,NULL,"HL Fork","High-performance carbon road fork with curved legs.","00:00.0","00:00.0",NULL,2,2,"Components",10,10,"Forks",2
392,"FK-5136",10,"ML Fork","NA",500,375,NULL,1,NULL,"ML Fork","Composite road fork with an aluminum steerer tube.","00:00.0","00:00.0",NULL,2,2,"Components",10,10,"Forks",2
396,"HS-3479",11,"HL Headset","NA",500,375,NULL,1,NULL,"HL Headset","High-quality 1"" threadless headset with a grease port for quick lubrication.","00:00.0","00:00.0",NULL,2,2,"Components",11,11,"Headsets",2
395,"HS-2451",11,"ML Headset","NA",500,375,NULL,1,NULL,"ML Headset","Sealed cartridge keeps dirt out.","00:00.0","00:00.0",NULL,2,2,"Components",11,11,"Headsets",2
394,"HS-0296",11,"LL Headset","NA",500,375,NULL,1,NULL,"LL Headset","Threadless headset provides quality at an economical price.","00:00.0","00:00.0",NULL,2,2,"Components",11,11,"Headsets",2
531,"FR-M21B-42",12,"LL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
288,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
289,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
290,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
291,"FR-M94S-44",12,"HL Mountain Frame - Silver, 44","Silver",500,375,"44",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
292,"FR-M94S-52",12,"HL Mountain Frame - Silver, 48","Silver",500,375,"48",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
293,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
294,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
295,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
296,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
297,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
298,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
299,"FR-M94B-44",12,"HL Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
300,"FR-M94B-48",12,"HL Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
301,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
302,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
303,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
304,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
305,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
306,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
307,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
308,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
309,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
409,"FR-M63B-38",12,"ML Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
426,"FR-M63B-40",12,"ML Mountain Frame - Black, 40","Black",500,375,"40",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
427,"FR-M63B-44",12,"ML Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
428,"FR-M63B-48",12,"ML Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","00:00.0","00:00.0",NULL,2,2,"Components",12,12,"Mountain Frames",2
511,"FR-M63S-40",12,"ML Mountain Frame-W - Silver, 40","Silver",500,375,"40",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
512,"FR-M63S-42",12,"ML Mountain Frame-W - Silver, 42","Silver",500,375,"42",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
513,"FR-M63S-46",12,"ML Mountain Frame-W - Silver, 46","Silver",500,375,"46",1,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
524,"FR-M21S-42",12,"LL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
525,"FR-M21S-44",12,"LL Mountain Frame - Silver, 44","Silver",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
526,"FR-M21S-48",12,"LL Mountain Frame - Silver, 48","Silver",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
527,"FR-M21S-52",12,"LL Mountain Frame - Silver, 52","Silver",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
532,"FR-M21B-44",12,"LL Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
533,"FR-M21B-48",12,"LL Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
534,"FR-M21B-52",12,"LL Mountain Frame - Black, 52","Black",500,375,"52",1,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
549,"FR-M63S-38",12,"ML Mountain Frame-W - Silver, 38","Silver",500,375,"38",2,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
550,"FR-M21B-40",12,"LL Mountain Frame - Black, 40","Black",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
551,"FR-M21S-40",12,"LL Mountain Frame - Silver, 40","Silver",500,375,"40",2,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","00:00.0",NULL,"Current",2,2,"Components",12,12,"Mountain Frames",2
545,"PD-R347",13,"LL Road Pedal","Silver/Black",500,375,NULL,1,"R ","LL Road Pedal","Clipless pedals - aluminum.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
544,"PD-M562",13,"HL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","HL Mountain Pedal","Stainless steel; designed to shed mud easily.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
543,"PD-M340",13,"ML Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","ML Mountain Pedal","Lightweight, durable, clipless pedal with adjustable tension.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
542,"PD-M282",13,"LL Mountain Pedal","Silver/Black",500,375,NULL,1,"M ","LL Mountain Pedal","Expanded platform so you can ride in any shoes; great for all-around riding.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
548,"PD-T852",13,"Touring Pedal","Silver/Black",500,375,NULL,1,"T ","Touring Pedal","A stable pedal for all-day riding.","00:00.0",NULL,"Current",2,2,"Components",13,13,"Pedals",2
