"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","englishproductcategoryname","englishproductsubcategoryname"
577,"BK-T44U-46",3,"Touring-2000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
576,"BK-T79U-60",3,"Touring-1000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
575,"BK-T79U-54",3,"Touring-1000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
574,"BK-T79U-50",3,"Touring-1000 Blue, 50","Blue",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
573,"BK-T79U-46",3,"Touring-1000 Blue, 46","Blue",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
572,"BK-T18Y-62",3,"Touring-3000 Yellow, 62","Yellow",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
571,"BK-T18Y-58",3,"Touring-3000 Yellow, 58","Yellow",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
570,"BK-T18Y-54",3,"Touring-3000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
569,"BK-T18Y-50",3,"Touring-3000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
568,"BK-T18Y-44",3,"Touring-3000 Yellow, 44","Yellow",100,75,"44",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
567,"BK-T18U-62",3,"Touring-3000 Blue, 62","Blue",100,75,"62",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
566,"BK-T18U-58",3,"Touring-3000 Blue, 58","Blue",100,75,"58",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
565,"BK-T18U-54",3,"Touring-3000 Blue, 54","Blue",100,75,"54",4,"T ","Touring-3000","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
564,"BK-T79Y-60",3,"Touring-1000 Yellow, 60","Yellow",100,75,"60",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
563,"BK-T79Y-54",3,"Touring-1000 Yellow, 54","Yellow",100,75,"54",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
562,"BK-T79Y-50",3,"Touring-1000 Yellow, 50","Yellow",100,75,"50",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
561,"BK-T79Y-46",3,"Touring-1000 Yellow, 46","Yellow",100,75,"46",4,"T ","Touring-1000","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
560,"BK-T44U-60",3,"Touring-2000 Blue, 60","Blue",100,75,"60",4,"T ","Touring-2000","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","00:00.0",NULL,"Current","Bikes","Touring Bikes"
442,"FR-R92B-48",14,"HL Road Frame - Black, 48","Black",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
443,"FR-R92B-52",14,"HL Road Frame - Black, 52","Black",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
444,"FR-R92B-52",14,"HL Road Frame - Black, 52","Black",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
557,"CS-6583",8,"ML Crankset","Black",500,375,NULL,1,NULL,"ML Crankset","High-strength crank arm.","00:00.0",NULL,"Current","Components","Cranksets"
211,"FR-R92R-58",14,"HL Road Frame - Red, 58","Red",500,375,"58",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
238,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
239,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
240,"FR-R92R-62",14,"HL Road Frame - Red, 62","Red",500,375,"62",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
241,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
242,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
243,"FR-R92R-44",14,"HL Road Frame - Red, 44","Red",500,375,"44",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
244,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
245,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
246,"FR-R92R-48",14,"HL Road Frame - Red, 48","Red",500,375,"48",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
247,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
248,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
249,"FR-R92R-52",14,"HL Road Frame - Red, 52","Red",500,375,"52",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
250,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
251,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0","00:00.0",NULL,"Components","Road Frames"
252,"FR-R92R-56",14,"HL Road Frame - Red, 56","Red",500,375,"56",1,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","00:00.0",NULL,"Current","Components","Road Frames"
253,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
254,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
255,"FR-R38B-58",14,"LL Road Frame - Black, 58","Black",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
256,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
257,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
258,"FR-R38B-60",14,"LL Road Frame - Black, 60","Black",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
259,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
260,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
261,"FR-R38B-62",14,"LL Road Frame - Black, 62","Black",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
262,"FR-R38R-44",14,"LL Road Frame - Red, 44","Red",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
263,"FR-R38R-44",14,"LL Road Frame - Red, 44","Red",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
264,"FR-R38R-48",14,"LL Road Frame - Red, 48","Red",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
265,"FR-R38R-48",14,"LL Road Frame - Red, 48","Red",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
266,"FR-R38R-52",14,"LL Road Frame - Red, 52","Red",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
267,"FR-R38R-52",14,"LL Road Frame - Red, 52","Red",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
268,"FR-R38R-58",14,"LL Road Frame - Red, 58","Red",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
269,"FR-R38R-58",14,"LL Road Frame - Red, 58","Red",500,375,"58",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
270,"FR-R38R-60",14,"LL Road Frame - Red, 60","Red",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
271,"FR-R38R-60",14,"LL Road Frame - Red, 60","Red",500,375,"60",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
272,"FR-R38R-62",14,"LL Road Frame - Red, 62","Red",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
273,"FR-R38R-62",14,"LL Road Frame - Red, 62","Red",500,375,"62",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
274,"FR-R72R-44",14,"ML Road Frame - Red, 44","Red",500,375,"44",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
275,"FR-R72R-48",14,"ML Road Frame - Red, 48","Red",500,375,"48",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
276,"FR-R72R-52",14,"ML Road Frame - Red, 52","Red",500,375,"52",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
277,"FR-R72R-58",14,"ML Road Frame - Red, 58","Red",500,375,"58",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
278,"FR-R72R-60",14,"ML Road Frame - Red, 60","Red",500,375,"60",1,"R ","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","00:00.0","00:00.0",NULL,"Components","Road Frames"
279,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
280,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
281,"FR-R38B-44",14,"LL Road Frame - Black, 44","Black",500,375,"44",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
282,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
283,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
284,"FR-R38B-48",14,"LL Road Frame - Black, 48","Black",500,375,"48",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
285,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
286,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0","00:00.0",NULL,"Components","Road Frames"
287,"FR-R38B-52",14,"LL Road Frame - Black, 52","Black",500,375,"52",1,"R ","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","00:00.0",NULL,"Current","Components","Road Frames"
288,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
289,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
290,"FR-M94S-42",12,"HL Mountain Frame - Silver, 42","Silver",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
291,"FR-M94S-44",12,"HL Mountain Frame - Silver, 44","Silver",500,375,"44",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
292,"FR-M94S-52",12,"HL Mountain Frame - Silver, 48","Silver",500,375,"48",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
293,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
294,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
295,"FR-M94S-46",12,"HL Mountain Frame - Silver, 46","Silver",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
296,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
297,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
298,"FR-M94B-42",12,"HL Mountain Frame - Black, 42","Black",500,375,"42",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
299,"FR-M94B-44",12,"HL Mountain Frame - Black, 44","Black",500,375,"44",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
300,"FR-M94B-48",12,"HL Mountain Frame - Black, 48","Black",500,375,"48",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
301,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
302,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
303,"FR-M94B-46",12,"HL Mountain Frame - Black, 46","Black",500,375,"46",1,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
304,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
305,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
306,"FR-M94B-38",12,"HL Mountain Frame - Black, 38","Black",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
307,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
308,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0","00:00.0",NULL,"Components","Mountain Frames"
309,"FR-M94S-38",12,"HL Mountain Frame - Silver, 38","Silver",500,375,"38",2,"M ","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","00:00.0",NULL,"Current","Components","Mountain Frames"
391,"FK-1639",10,"LL Fork","NA",500,375,NULL,1,NULL,"LL Fork","Stout design absorbs shock and offers more precise steering.","00:00.0","00:00.0",NULL,"Components","Forks"
392,"FK-5136",10,"ML Fork","NA",500,375,NULL,1,NULL,"ML Fork","Composite road fork with an aluminum steerer tube.","00:00.0","00:00.0",NULL,"Components","Forks"
393,"FK-9939",10,"HL Fork","NA",500,375,NULL,1,NULL,"HL Fork","High-performance carbon road fork with curved legs.","00:00.0","00:00.0",NULL,"Components","Forks"
394,"HS-0296",11,"LL Headset","NA",500,375,NULL,1,NULL,"LL Headset","Threadless headset provides quality at an economical price.","00:00.0","00:00.0",NULL,"Components","Headsets"
395,"HS-2451",11,"ML Headset","NA",500,375,NULL,1,NULL,"ML Headset","Sealed cartridge keeps dirt out.","00:00.0","00:00.0",NULL,"Components","Headsets"
396,"HS-3479",11,"HL Headset","NA",500,375,NULL,1,NULL,"HL Headset","High-quality 1"" threadless headset with a grease port for quick lubrication.","00:00.0","00:00.0",NULL,"Components","Headsets"
397,"HB-M243",4,"LL Mountain Handlebars","NA",500,375,NULL,1,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","00:00.0","00:00.0",NULL,"Components","Handlebars"
398,"HB-M243",4,"LL Mountain Handlebars","NA",500,375,NULL,1,"M ","LL Mountain Handlebars","All-purpose bar for on or off-road.","00:00.0",NULL,"Current","Components","Handlebars"
399,"HB-M763",4,"ML Mountain Handlebars","NA",500,375,NULL,1,"M ","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.","00:00.0","00:00.0",NULL,"Components","Handlebars"
